year,month,user_account_id,churn
2013,9,408027,0
2013,9,306707,0
2013,9,332995,0
2013,9,103036,0
2013,9,215966,0
2013,9,1102225,0
2013,9,338216,0
2013,9,439587,0
2013,9,320063,0
2013,9,342660,0
2013,9,438698,0
2013,9,1038195,0
2013,9,58671,0
2013,9,57291,0
2013,9,998321,0
2013,9,357273,0
2013,9,931656,0
2013,9,414369,0
2013,9,26288,0
2013,9,367768,0
2013,9,334927,0
2013,9,390190,0
2013,9,185491,0
2013,9,70186,0
2013,9,407994,0
2013,9,167621,0
2013,9,409600,0
2013,9,12334,0
2013,9,1582,0
2013,9,106026,0
2013,9,94386,0
2013,9,344337,0
2013,9,56698,0
2013,9,393895,0
2013,9,425876,0
2013,9,406938,0
2013,9,380191,0
2013,9,54737,0
2013,9,1151083,0
2013,9,337116,0
2013,9,315192,0
2013,9,303353,0
2013,9,1125236,0
2013,9,347131,0
2013,9,942090,0
2013,9,420589,0
2013,9,168871,0
2013,9,302756,0
2013,9,20123,0
2013,9,28571,0
2013,9,9394,0
2013,9,371277,0
2013,9,929201,0
2013,9,303045,0
2013,9,303121,0
2013,9,438425,0
2013,9,205707,0
2013,9,358649,0
2013,9,59071,0
2013,9,999121,0
2013,9,45627,0
2013,9,332569,0
2013,9,993839,0
2013,9,268535,0
2013,9,306079,0
2013,9,358146,0
2013,9,17696,0
2013,9,426233,0
2013,9,1122830,0
2013,9,394763,0
2013,9,993161,0
2013,9,929105,0
2013,9,175915,0
2013,9,65057,0
2013,9,114300,0
2013,9,85507,0
2013,9,409377,0
2013,9,1100997,0
2013,9,312621,0
2013,9,1037355,1
2013,9,375985,0
2013,9,321871,0
2013,9,1032770,0
2013,9,181719,0
2013,9,105210,0
2013,9,415347,0
2013,9,1165782,0
2013,9,1185646,0
2013,9,357078,0
2013,9,303332,0
2013,9,332885,0
2013,9,339650,0
2013,9,6575,0
2013,9,302552,0
2013,9,933855,0
2013,9,396777,0
2013,9,186695,0
2013,9,1126143,0
2013,9,1104579,0
2013,9,328306,0
2013,9,326521,0
2013,9,437800,0
2013,9,423420,0
2013,9,164637,0
2013,9,407297,0
2013,9,213498,0
2013,9,353566,0
2013,9,307288,0
2013,9,319985,1
2013,9,355486,0
2013,9,98730,0
2013,9,442472,0
2013,9,339662,0
2013,9,1106430,0
2013,9,983918,0
2013,9,268688,0
2013,9,324021,0
2013,9,311315,0
2013,9,289502,0
2013,9,303145,0
2013,9,400567,0
2013,9,926377,0
2013,9,48329,0
2013,9,203319,0
2013,9,181983,0
2013,9,354722,0
2013,9,101646,0
2013,9,289412,0
2013,9,414930,0
2013,9,438920,0
2013,9,299639,0
2013,9,306673,0
2013,9,408646,0
2013,9,303296,0
2013,9,302213,0
2013,9,406953,0
2013,9,949606,0
2013,9,949413,0
2013,9,101177,0
2013,9,314334,0
2013,9,1038192,0
2013,9,328463,0
2013,9,399258,0
2013,9,349025,0
2013,9,414956,0
2013,9,430142,0
2013,9,333876,0
2013,9,220,0
2013,9,408766,0
2013,9,386760,1
2013,9,62164,0
2013,9,206340,0
2013,9,306664,0
2013,9,941342,0
2013,9,50459,0
2013,9,359297,0
2013,9,408427,0
2013,9,303288,0
2013,9,448814,0
2013,9,306969,0
2013,9,221499,0
2013,9,352098,0
2013,9,1106429,0
2013,9,136589,0
2013,9,332663,0
2013,9,1151004,0
2013,9,299919,0
2013,9,1168587,0
2013,9,397701,0
2013,9,1161885,0
2013,9,382774,0
2013,9,279018,0
2013,9,367683,0
2013,9,1038013,0
2013,9,309298,0
2013,9,408719,0
2013,9,10684,0
2013,9,376208,0
2013,9,306688,0
2013,9,337984,0
2013,9,378563,0
2013,9,926983,0
2013,9,355293,0
2013,9,92306,0
2013,9,306131,0
2013,9,411260,0
2013,9,437601,0
2013,9,337699,0
2013,9,306208,0
2013,9,312284,0
2013,9,11459,0
2013,9,1167204,0
2013,9,1150181,1
2013,9,1128100,0
2013,9,60958,0
2013,9,211008,0
2013,9,381119,0
2013,9,289461,0
2013,9,42218,0
2013,9,407331,0
2013,9,314448,1
2013,9,423890,0
2013,9,945508,0
2013,9,157234,0
2013,9,56986,0
2013,9,420981,0
2013,9,96018,0
2013,9,389386,0
2013,9,113405,0
2013,9,1145655,0
2013,9,289499,0
2013,9,133590,0
2013,9,311669,0
2013,9,209008,0
2013,9,98412,0
2013,9,98278,0
2013,9,340143,0
2013,9,380238,0
2013,9,57044,0
2013,9,438455,1
2013,9,196785,0
2013,9,357941,0
2013,9,408321,0
2013,9,29674,0
2013,9,208212,0
2013,9,351599,0
2013,9,301166,0
2013,9,353078,0
2013,9,306853,0
2013,9,302965,1
2013,9,306799,0
2013,9,329555,0
2013,9,324086,0
2013,9,43458,0
2013,9,337101,0
2013,9,380239,0
2013,9,306082,0
2013,9,289177,0
2013,9,332968,0
2013,9,21356,0
2013,9,189873,0
2013,9,387309,0
2013,9,391322,0
2013,9,100794,0
2013,9,927782,0
2013,9,102941,0
2013,9,413698,0
2013,9,993579,0
2013,9,1109171,0
2013,9,1104876,0
2013,9,1036060,0
2013,9,8883,0
2013,9,135193,0
2013,9,46742,0
2013,9,38971,0
2013,9,442594,0
2013,9,98576,0
2013,9,88782,0
2013,9,1106513,0
2013,9,333301,0
2013,9,995364,0
2013,9,1106412,0
2013,9,1106447,0
2013,9,1038048,0
2013,9,278962,0
2013,9,338060,0
2013,9,318556,0
2013,9,59841,0
2013,9,414653,0
2013,9,428406,0
2013,9,381336,0
2013,9,390102,0
2013,9,306796,0
2013,9,302926,0
2013,9,30148,0
2013,9,332058,0
2013,9,211431,0
2013,9,15468,0
2013,9,952,0
2013,9,104284,0
2013,9,930968,0
2013,9,206695,0
2013,9,330966,0
2013,9,1099302,0
2013,9,934784,0
2013,9,1128466,0
2013,9,947805,0
2013,9,302551,0
2013,9,138628,0
2013,9,215875,0
2013,9,306597,0
2013,9,423448,0
2013,9,41774,0
2013,9,389067,0
2013,9,431038,0
2013,9,362972,0
2013,9,438916,0
2013,9,367508,0
2013,9,385955,0
2013,9,407748,0
2013,9,303424,0
2013,9,46380,0
2013,9,332601,0
2013,9,289402,0
2013,9,407984,0
2013,9,170005,0
2013,9,413876,0
2013,9,1126264,0
2013,9,332342,0
2013,9,23538,0
2013,9,1122437,0
2013,9,419910,0
2013,9,187613,0
2013,9,98391,1
2013,9,401736,0
2013,9,345384,0
2013,9,339194,0
2013,9,41100,0
2013,9,84623,0
2013,9,58281,0
2013,9,362304,0
2013,9,316034,0
2013,9,941830,0
2013,9,408031,0
2013,9,1099307,0
2013,9,46740,0
2013,9,289436,0
2013,9,95710,0
2013,9,407768,0
2013,9,301202,0
2013,9,319225,0
2013,9,38064,0
2013,9,209103,0
2013,9,198329,0
2013,9,4329,0
2013,9,418729,0
2013,9,209892,0
2013,9,58273,0
2013,9,945332,0
2013,9,401725,0
2013,9,941370,0
2013,9,339353,0
2013,9,1150111,0
2013,9,307866,0
2013,9,928943,0
2013,9,392640,0
2013,9,397266,0
2013,9,365748,0
2013,9,336671,0
2013,9,89247,0
2013,9,926002,0
2013,9,171128,0
2013,9,104073,0
2013,9,410408,0
2013,9,400680,0
2013,9,3648,0
2013,9,42647,0
2013,9,268785,0
2013,9,400725,0
2013,9,451923,0
2013,9,205459,0
2013,9,406964,0
2013,9,59862,0
2013,9,136953,0
2013,9,342778,0
2013,9,362898,0
2013,9,1037649,1
2013,9,1037807,0
2013,9,306679,0
2013,9,278993,1
2013,9,35016,0
2013,9,302533,0
2013,9,1167663,0
2013,9,1105902,1
2013,9,302372,0
2013,9,167308,0
2013,9,397518,0
2013,9,413039,0
2013,9,348841,0
2013,9,325864,0
2013,9,279065,0
2013,9,209630,0
2013,9,412506,0
2013,9,306540,0
2013,9,174685,0
2013,9,989007,0
2013,9,35218,0
2013,9,309253,0
2013,9,163915,0
2013,9,353634,0
2013,9,408704,0
2013,9,407613,0
2013,9,413112,0
2013,9,407255,0
2013,9,170078,0
2013,9,303096,0
2013,9,925532,0
2013,9,44944,0
2013,9,362704,0
2013,9,306646,0
2013,9,318221,0
2013,9,332654,0
2013,9,94757,0
2013,9,438549,0
2013,9,89428,0
2013,9,204651,0
2013,9,328299,0
2013,9,1128825,0
2013,9,926598,0
2013,9,42334,0
2013,9,268718,0
2013,9,33036,0
2013,9,101108,0
2013,9,306162,0
2013,9,332595,0
2013,9,1126204,0
2013,9,339609,0
2013,9,41005,0
2013,9,407650,0
2013,9,404665,0
2013,9,1106425,0
2013,9,41351,0
2013,9,17284,0
2013,9,1106049,0
2013,9,204963,0
2013,9,444335,0
2013,9,268768,0
2013,9,299772,0
2013,9,319399,0
2013,9,444769,0
2013,9,279037,0
2013,9,380837,0
2013,9,332877,0
2013,9,1100458,0
2013,9,187661,0
2013,9,306321,0
2013,9,387818,0
2013,9,268721,0
2013,9,157470,0
2013,9,334128,0
2013,9,181641,0
2013,9,278916,0
2013,9,976885,0
2013,9,308742,0
2013,9,306946,0
2013,9,347161,0
2013,9,10747,0
2013,9,419592,0
2013,9,1037475,0
2013,9,86794,0
2013,9,415438,0
2013,9,115094,0
2013,9,302221,0
2013,9,317171,0
2013,9,361887,0
2013,9,415771,0
2013,9,353678,0
2013,9,926809,0
2013,9,1107262,0
2013,9,133253,0
2013,9,306251,0
2013,9,412987,0
2013,9,326033,0
2013,9,15409,0
2013,9,303042,0
2013,9,302419,0
2013,9,299656,0
2013,9,1037513,0
2013,9,199351,0
2013,9,93286,0
2013,9,306452,0
2013,9,303254,0
2013,9,215955,0
2013,9,163788,1
2013,9,303212,0
2013,9,397364,0
2013,9,934409,0
2013,9,438553,0
2013,9,171469,0
2013,9,334250,0
2013,9,303295,0
2013,9,164368,0
2013,9,303172,0
2013,9,215956,0
2013,9,43371,0
2013,9,301163,0
2013,9,354157,0
2013,9,60896,0
2013,9,403494,0
2013,9,307633,0
2013,9,315847,0
2013,9,10313,0
2013,9,165275,0
2013,9,136478,0
2013,9,18256,0
2013,9,95834,0
2013,9,93466,0
2013,9,941811,0
2013,9,320650,0
2013,9,404439,0
2013,9,930561,0
2013,9,426855,0
2013,9,1152300,0
2013,9,137463,0
2013,9,365869,0
2013,9,385355,0
2013,9,355057,0
2013,9,340834,0
2013,9,13003,0
2013,9,377888,0
2013,9,210820,0
2013,9,302455,0
2013,9,408720,0
2013,9,927002,0
2013,9,174714,0
2013,9,398655,0
2013,9,145470,0
2013,9,340260,0
2013,9,1121877,0
2013,9,1125832,0
2013,9,314371,0
2013,9,107589,0
2013,9,337729,0
2013,9,359002,0
2013,9,403632,0
2013,9,416043,0
2013,9,303302,0
2013,9,407289,0
2013,9,408695,0
2013,9,941820,0
2013,9,418174,0
2013,9,429902,0
2013,9,934294,0
2013,9,44229,0
2013,9,402526,0
2013,9,112638,0
2013,9,61619,0
2013,9,289330,0
2013,9,42991,1
2013,9,302609,1
2013,9,341893,0
2013,9,376896,0
2013,9,982411,0
2013,9,176209,0
2013,9,89746,0
2013,9,391753,0
2013,9,362880,0
2013,9,928250,0
2013,9,12268,0
2013,9,166118,1
2013,9,408645,0
2013,9,4780,0
2013,9,40425,1
2013,9,157121,0
2013,9,11461,0
2013,9,323965,0
2013,9,6878,0
2013,9,135844,0
2013,9,395203,1
2013,9,7003,0
2013,9,289393,0
2013,9,401741,0
2013,9,7265,0
2013,9,34117,0
2013,9,142750,0
2013,9,211062,0
2013,9,316304,0
2013,9,332157,0
2013,9,981361,0
2013,9,339163,0
2013,9,332828,0
2013,9,27807,0
2013,9,1099970,0
2013,9,1169840,0
2013,9,334646,0
2013,9,408474,0
2013,9,360045,0
2013,9,362695,0
2013,9,320630,0
2013,9,332639,1
2013,9,1166178,0
2013,9,989564,0
2013,9,1109048,0
2013,9,57442,0
2013,9,392825,0
2013,9,1106017,0
2013,9,437847,0
2013,9,1102458,0
2013,9,442744,0
2013,9,147359,0
2013,9,32921,0
2013,9,203669,0
2013,9,1152039,0
2013,9,941353,0
2013,9,7299,0
2013,9,318391,0
2013,9,100831,0
2013,9,332358,0
2013,9,364524,0
2013,9,1164084,0
2013,9,424865,0
2013,9,1037507,1
2013,9,87619,0
2013,9,302359,0
2013,9,366677,0
2013,9,363,0
2013,9,95105,0
2013,9,438535,0
2013,9,315278,0
2013,9,1130582,0
2013,9,438837,0
2013,9,91834,0
2013,9,996862,0
2013,9,927873,0
2013,9,1033470,0
2013,9,368732,0
2013,9,164088,0
2013,9,289259,0
2013,9,1168874,0
2013,9,941373,0
2013,9,315245,0
2013,9,306337,0
2013,9,423918,0
2013,9,1034826,0
2013,9,378760,0
2013,9,268587,0
2013,9,378345,0
2013,9,346988,0
2013,9,113224,0
2013,9,94603,0
