year,month,user_account_id,churn
2013,9,376265,0
2013,9,1151965,0
2013,9,1186430,0
2013,9,1036474,0
2013,9,934461,0
2013,9,1129623,0
2013,9,1107676,0
2013,9,998135,0
2013,9,998251,0
2013,9,1125809,0
2013,9,1176529,0
2013,9,1037620,1
2013,9,1148044,0
2013,9,1148045,1
2013,9,934545,0
2013,9,427904,0
2013,9,1151113,0
2013,9,321185,0
2013,9,438416,0
2013,9,417997,0
2013,9,1101816,1
2013,9,16848,0
2013,9,4491,0
2013,9,344454,0
2013,9,311971,1
2013,9,1040906,0
2013,9,406941,0
2013,9,407610,0
2013,9,403935,0
2013,9,397406,0
2013,9,408152,0
2013,9,380120,0
2013,9,1102574,0
2013,9,438494,1
2013,9,407545,0
2013,9,20150,0
2013,9,45773,0
2013,9,942398,0
2013,9,1121255,0
2013,9,942014,0
2013,9,941643,0
2013,9,1037600,0
2013,9,1037652,0
2013,9,408493,0
2013,9,398917,0
2013,9,450564,1
2013,9,943998,0
2013,9,926912,0
2013,9,407233,0
2013,9,1034232,0
2013,9,941306,0
2013,9,946739,0
2013,9,363228,0
2013,9,11159,0
2013,9,339139,0
2013,9,407341,0
2013,9,8778,0
2013,9,941655,0
2013,9,349751,0
2013,9,415288,0
2013,9,379676,0
2013,9,1038045,0
2013,9,319429,0
2013,9,986429,0
2013,9,366143,0
2013,9,1106726,0
2013,9,408134,0
2013,9,926070,0
2013,9,350647,0
2013,9,1147990,0
2013,9,408184,0
2013,9,950944,0
2013,9,423945,0
2013,9,399040,1
2013,9,12721,0
2013,9,993574,0
2013,9,981452,0
2013,9,946017,0
2013,9,1167639,0
2013,9,1105892,0
2013,9,310153,0
2013,9,1130503,0
2013,9,337685,0
2013,9,1106633,0
2013,9,1037906,0
2013,9,1167289,0
2013,9,1106634,0
2013,9,1107621,0
2013,9,1106248,0
2013,9,950324,0
2013,9,438338,0
2013,9,438339,0
2013,9,408236,0
2013,9,400584,0
2013,9,1145471,0
2013,9,408185,0
2013,9,949347,0
2013,9,1099306,0
2013,9,357115,0
2013,9,348689,0
2013,9,1152638,0
2013,9,1037938,0
2013,9,1036996,0
2013,9,17342,0
2013,9,408691,0
2013,9,333683,0
2013,9,388038,0
2013,9,1122808,0
2013,9,926398,0
2013,9,438472,0
2013,9,1126148,0
2013,9,408677,0
2013,9,1105910,0
2013,9,403743,0
2013,9,332853,0
2013,9,321060,0
2013,9,407938,0
2013,9,941286,0
2013,9,1128247,0
2013,9,6714,0
2013,9,422101,1
2013,9,333976,0
2013,9,400165,0
2013,9,1147882,0
2013,9,1037236,0
2013,9,1037371,1
2013,9,1037378,1
2013,9,1150195,1
2013,9,941434,0
2013,9,1106613,0
2013,9,1106796,1
2013,9,951000,0
2013,9,381366,0
2013,9,997249,0
2013,9,941267,1
2013,9,35337,0
2013,9,346297,0
2013,9,369157,0
2013,9,406934,1
2013,9,400701,1
2013,9,983558,0
2013,9,1107145,0
2013,9,388167,1
2013,9,346004,1
2013,9,7428,0
2013,9,393436,0
2013,9,1145555,0
2013,9,1174587,0
2013,9,408667,0
2013,9,930651,0
2013,9,382079,0
2013,9,1036664,0
2013,9,1036077,0
2013,9,350511,0
2013,9,1037813,0
2013,9,941706,0
2013,9,352077,0
2013,9,1168321,1
2013,9,450205,0
2013,9,422888,0
2013,9,409873,0
2013,9,337981,0
2013,9,433293,0
2013,9,7251,0
2013,9,407619,0
2013,9,362463,0
2013,9,333483,1
2013,9,18212,0
2013,9,437702,0
2013,9,11557,0
2013,9,1106826,0
2013,9,35587,0
2013,9,941602,0
2013,9,988953,0
2013,9,1034284,0
2013,9,449851,0
2013,9,407114,0
2013,9,1122762,0
2013,9,941733,0
2013,9,1031901,0
2013,9,345789,0
2013,9,1106435,0
2013,9,16975,0
2013,9,1106356,0
2013,9,46906,0
2013,9,366028,0
2013,9,346729,0
2013,9,346734,0
2013,9,1038231,0
2013,9,1125362,0
2013,9,1172877,0
2013,9,327921,0
2013,9,327923,0
2013,9,1128736,0
2013,9,1195204,0
2013,9,332504,0
2013,9,935013,0
2013,9,11397,0
2013,9,1150390,0
2013,9,19376,0
2013,9,408620,1
2013,9,1151990,0
2013,9,6227,0
2013,9,7253,0
2013,9,44946,0
2013,9,306911,0
2013,9,438674,0
2013,9,425043,0
2013,9,408246,0
2013,9,437752,0
2013,9,1167823,0
2013,9,438625,0
2013,9,333127,0
2013,9,1037842,0
2013,9,941446,0
2013,9,1038233,0
2013,9,944364,0
2013,9,10826,0
2013,9,399950,0
2013,9,9314,0
2013,9,332413,0
2013,9,1101473,0
2013,9,408714,0
2013,9,26555,0
2013,9,369210,0
2013,9,985223,0
2013,9,356478,0
2013,9,997051,0
2013,9,977384,0
2013,9,978067,0
2013,9,442627,0
2013,9,400565,0
2013,9,408220,0
2013,9,1107743,0
2013,9,941615,0
2013,9,407243,0
2013,9,328218,0
2013,9,44324,0
2013,9,306177,0
2013,9,930524,0
2013,9,1107736,0
2013,9,27612,0
2013,9,3024,0
2013,9,334579,0
2013,9,332176,0
2013,9,941419,1
2013,9,407155,0
2013,9,1037417,0
2013,9,446442,0
2013,9,299735,0
2013,9,362341,0
2013,9,926380,0
2013,9,449711,0
2013,9,339404,0
2013,9,941784,0
2013,9,1038128,0
2013,9,1038127,0
2013,9,346796,0
2013,9,353045,0
2013,9,430283,0
2013,9,332282,0
2013,9,338275,0
2013,9,1106149,0
2013,9,929412,0
2013,9,357143,0
2013,9,427618,0
2013,9,328250,0
2013,9,37881,0
2013,9,391957,0
2013,9,1151513,0
2013,9,997284,0
2013,9,985435,0
2013,9,7406,0
2013,9,1037720,0
2013,9,1106915,0
2013,9,1042000,1
2013,9,407622,0
2013,9,437805,0
2013,9,40013,0
2013,9,377186,0
2013,9,385343,0
2013,9,33646,0
2013,9,449829,0
2013,9,7905,0
2013,9,35616,0
2013,9,1106695,0
2013,9,1154841,0
2013,9,35893,0
2013,9,401583,0
2013,9,438534,0
2013,9,376598,0
2013,9,332946,0
2013,9,378067,1
2013,9,31445,0
2013,9,1145563,0
2013,9,25906,0
2013,9,1033129,0
2013,9,343030,0
2013,9,346768,1
2013,9,334431,0
2013,9,359046,0
2013,9,1451,0
2013,9,341303,0
2013,9,444700,1
2013,9,382445,0
2013,9,424456,0
2013,9,6152,1
2013,9,363016,1
2013,9,1106394,0
2013,9,997777,0
2013,9,334011,0
2013,9,428146,0
2013,9,1038257,0
2013,9,399515,0
2013,9,1178,1
2013,9,360775,0
2013,9,943962,0
2013,9,1036663,0
2013,9,362557,1
2013,9,997515,0
2013,9,429776,0
2013,9,315980,0
2013,9,1033952,0
2013,9,358480,0
2013,9,949177,0
2013,9,438597,0
2013,9,442893,0
2013,9,322472,0
2013,9,438390,0
2013,9,408315,1
2013,9,407882,0
2013,9,931582,0
2013,9,406931,0
2013,9,995521,0
2013,9,401756,0
2013,9,7332,0
2013,9,336774,0
2013,9,334450,0
2013,9,374206,0
2013,9,992360,0
2013,9,933470,0
2013,9,988644,0
2013,9,408347,0
2013,9,38717,0
2013,9,1145564,0
2013,9,390624,0
2013,9,407864,0
2013,9,1100219,0
2013,9,333882,1
2013,9,346080,0
2013,9,438415,0
2013,9,396130,0
2013,9,349358,0
2013,9,997279,0
2013,9,1120828,0
2013,9,7411,0
2013,9,1033125,0
2013,9,438521,0
2013,9,1037367,0
2013,9,1037235,0
2013,9,1151739,0
2013,9,1125823,0
2013,9,1037410,1
2013,9,1106848,0
2013,9,926801,0
2013,9,998244,0
2013,9,339091,0
2013,9,1195048,1
2013,9,366379,0
2013,9,40481,0
2013,9,430822,0
2013,9,408126,0
2013,9,1165390,0
2013,9,1109323,0
2013,9,351723,0
2013,9,15347,0
2013,9,977512,0
2013,9,9654,0
2013,9,1120580,0
2013,9,1037961,0
2013,9,429009,0
2013,9,1151100,0
2013,9,289452,0
2013,9,400610,0
2013,9,1109353,0
2013,9,8221,0
2013,9,407058,0
2013,9,354961,0
2013,9,438347,0
2013,9,408408,0
2013,9,941657,0
2013,9,1032528,0
2013,9,929796,0
2013,9,911,0
2013,9,396675,0
2013,9,299970,0
2013,9,333475,0
2013,9,1148022,0
2013,9,997374,0
2013,9,1099751,0
2013,9,1153635,0
2013,9,400598,0
2013,9,10231,0
2013,9,343435,0
2013,9,1121905,0
2013,9,407219,0
2013,9,306356,1
2013,9,1106470,0
2013,9,380045,0
2013,9,407100,0
2013,9,1150129,0
2013,9,319156,0
2013,9,1148122,0
2013,9,379951,0
2013,9,407651,0
2013,9,345595,0
2013,9,439078,0
2013,9,396727,0
2013,9,1103378,0
2013,9,1099854,0
2013,9,401737,0
2013,9,941537,0
2013,9,407239,0
2013,9,408247,0
2013,9,1189472,0
2013,9,1121536,0
2013,9,419822,0
2013,9,1145538,0
2013,9,1102607,0
2013,9,14568,0
2013,9,1037455,0
2013,9,408707,0
2013,9,1416,0
2013,9,933,1
2013,9,36627,0
2013,9,407541,0
2013,9,415718,0
2013,9,1147970,0
2013,9,333616,0
2013,9,403299,0
2013,9,268783,0
2013,9,413262,0
2013,9,299954,0
2013,9,418435,0
2013,9,1150799,0
2013,9,394400,0
2013,9,1106333,0
2013,9,439745,0
2013,9,941594,0
2013,9,941266,0
2013,9,421292,0
2013,9,1150961,0
2013,9,46892,0
2013,9,941742,0
2013,9,1107096,0
2013,9,403641,0
2013,9,423219,0
2013,9,432214,0
2013,9,337526,0
2013,9,181658,0
2013,9,1105404,0
2013,9,306050,0
2013,9,1106762,0
2013,9,332683,0
2013,9,941460,1
2013,9,438386,0
2013,9,407214,0
2013,9,21193,0
2013,9,401667,0
2013,9,352997,0
2013,9,1106016,0
2013,9,1145386,0
2013,9,423573,0
2013,9,1099724,0
2013,9,382403,0
2013,9,1037792,0
2013,9,1037418,0
2013,9,1149505,0
2013,9,334811,0
2013,9,5522,1
2013,9,933515,0
2013,9,330888,0
2013,9,289470,0
2013,9,179351,0
2013,9,213354,0
2013,9,326527,0
2013,9,328212,0
2013,9,309410,0
2013,9,35628,0
2013,9,10997,0
2013,9,268689,0
2013,9,447092,0
2013,9,353637,0
2013,9,422687,0
2013,9,268813,0
2013,9,39727,0
2013,9,386265,0
2013,9,9406,0
2013,9,44669,0
2013,9,1105841,0
2013,9,134468,0
2013,9,4414,0
2013,9,385057,0
2013,9,185870,0
2013,9,350848,0
2013,9,337408,1
2013,9,336959,1
2013,9,930302,0
2013,9,379295,0
2013,9,316044,0
2013,9,438155,0
2013,9,941327,0
2013,9,289225,0
2013,9,67427,0
2013,9,96173,0
2013,9,311236,0
2013,9,268704,0
2013,9,169161,0
2013,9,46636,0
2013,9,17377,0
2013,9,332860,0
2013,9,391406,0
2013,9,438465,0
2013,9,417141,0
2013,9,171225,0
2013,9,1195049,0
2013,9,32040,0
2013,9,70581,0
2013,9,1102510,0
2013,9,136427,0
2013,9,201055,0
2013,9,341613,1
2013,9,17466,0
2013,9,94792,0
2013,9,268827,0
2013,9,332084,0
2013,9,367548,0
2013,9,164793,0
2013,9,1037686,0
2013,9,941264,0
2013,9,203312,0
2013,9,419793,0
2013,9,335620,0
2013,9,401714,0
2013,9,347013,0
2013,9,177548,0
2013,9,1106994,0
2013,9,302463,0
2013,9,1127934,0
2013,9,417546,0
2013,9,370478,0
2013,9,647,0
2013,9,100896,0
2013,9,394277,0
2013,9,27202,0
2013,9,302991,0
2013,9,341826,1
2013,9,328587,0
2013,9,407582,0
2013,9,929714,0
2013,9,210412,0
2013,9,307852,0
2013,9,299937,0
2013,9,158554,0
2013,9,1123779,0
2013,9,388214,0
2013,9,94824,0
2013,9,342957,0
2013,9,62047,0
2013,9,403317,0
2013,9,279002,0
2013,9,403375,0
2013,9,66007,0
2013,9,88303,0
2013,9,374837,0
2013,9,306637,0
2013,9,415338,0
2013,9,322288,0
2013,9,1126380,0
2013,9,389688,0
2013,9,117005,0
2013,9,164190,0
2013,9,215924,0
2013,9,182967,0
2013,9,126333,0
2013,9,323135,0
2013,9,424074,0
2013,9,169226,0
2013,9,155901,0
2013,9,2343,0
2013,9,1106350,0
2013,9,397428,0
2013,9,941461,0
2013,9,395723,0
2013,9,303026,0
2013,9,1106755,0
2013,9,312606,0
2013,9,302421,0
2013,9,719,0
2013,9,224186,0
2013,9,26220,0
2013,9,375651,0
2013,9,332336,0
2013,9,188020,0
2013,9,332775,0
2013,9,20972,0
2013,9,337723,0
2013,9,38774,0
2013,9,306121,0
2013,9,1037516,0
2013,9,423399,0
2013,9,366191,0
2013,9,190084,0
2013,9,68698,0
2013,9,448649,0
2013,9,407862,0
2013,9,336818,0
2013,9,206798,0
2013,9,303004,0
2013,9,346514,0
2013,9,408554,0
2013,9,933817,0
2013,9,419225,0
2013,9,103017,0
2013,9,393124,0
2013,9,387656,0
2013,9,370718,1
2013,9,1106509,0
2013,9,378420,0
2013,9,421989,0
2013,9,1106019,0
2013,9,302341,0
2013,9,408415,0
2013,9,373262,0
2013,9,180819,0
2013,9,320965,0
2013,9,325197,0
2013,9,108382,0
2013,9,289261,0
2013,9,408133,0
2013,9,302339,0
2013,9,932931,0
2013,9,400669,0
2013,9,15755,0
2013,9,994908,0
2013,9,436716,0
2013,9,439281,0
2013,9,1800,0
2013,9,1188939,0
2013,9,289276,0
2013,9,321118,0
2013,9,949685,0
2013,9,1035107,0
2013,9,993490,0
2013,9,37915,0
2013,9,97724,0
2013,9,4747,0
2013,9,101591,0
2013,9,10059,0
2013,9,302642,0
2013,9,67678,0
2013,9,1102548,0
2013,9,362555,0
2013,9,302553,0
2013,9,1165638,0
2013,9,340129,0
2013,9,306549,0
2013,9,332905,0
2013,9,356893,0
2013,9,1126916,0
2013,9,101689,0
2013,9,341221,1
2013,9,43888,0
2013,9,408469,0
2013,9,16777,0
2013,9,332493,0
2013,9,385851,0
2013,9,314010,0
2013,9,362997,0
2013,9,213459,0
2013,9,215963,0
2013,9,342299,0
2013,9,307787,0
2013,9,147678,0
2013,9,201130,0
2013,9,1106241,0
2013,9,64755,0
2013,9,354349,0
2013,9,306277,0
2013,9,378218,0
2013,9,307972,0
2013,9,1105840,0
2013,9,380662,0
2013,9,398298,0
2013,9,302649,0
2013,9,268573,0
2013,9,431985,0
2013,9,370862,0
2013,9,20218,0
2013,9,1040482,0
2013,9,166370,0
2013,9,314242,0
2013,9,30718,1
2013,9,188880,0
2013,9,362315,0
2013,9,175081,0
2013,9,39393,0
2013,9,410863,0
2013,9,302865,0
2013,9,314589,0
2013,9,407909,0
2013,9,372726,0
2013,9,336226,1
2013,9,196760,0
2013,9,389414,0
2013,9,135392,0
2013,9,18135,0
2013,9,1106853,0
2013,9,315144,0
2013,9,268551,0
2013,9,430619,0
2013,9,438271,0
2013,9,110930,0
2013,9,268854,0
2013,9,351934,0
2013,9,209045,0
2013,9,421594,0
2013,9,315137,0
2013,9,315424,0
2013,9,302497,0
2013,9,396895,0
2013,9,1165161,0
2013,9,268595,0
2013,9,279127,0
2013,9,397986,0
2013,9,420851,0
2013,9,206581,0
2013,9,33714,0
2013,9,362707,0
2013,9,341842,0
2013,9,941284,0
2013,9,98924,0
2013,9,349087,0
2013,9,1161550,0
2013,9,408861,0
2013,9,332346,0
